operator_master_record_id,operator_name,my_operator_tab,form_field_key,airtable_table,airtable_field_name,value_type,allowed_options,displayed_in_operator_explorer,operator_explorer_section,field_purpose,example_value_for_template,current_value_in_system,suggested_value_verdict,where_to_enter,canonical_writer_mapped,coverage_status,notes
recWPKu5laVZxsvpn,Hotel Equities (CALA),Deal Terms,baseFeeEscalation,Operator Setup - Commercial Fit & Terms,baseFeeEscalation,text,,No,—,My Operator intake (Deal Terms); Phase Setup UI + B2 writer mapping.,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",,Review,Deal Terms,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Deal Terms,baseFeeEscalationHow,Operator Setup - Commercial Fit & Terms,baseFeeEscalationHow,text,,No,—,My Operator intake (Deal Terms); Phase Setup UI + B2 writer mapping.,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",,Review,Deal Terms,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Deal Terms,feeMinimumFloor,Operator Setup - Commercial Fit & Terms,feeMinimumFloor,text,,No,—,My Operator intake (Deal Terms); Phase Setup UI + B2 writer mapping.,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",,Review,Deal Terms,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Deal Terms,feeMinimumFloorMin,Operator Setup - Commercial Fit & Terms,feeMinimumFloorMin,text,,No,—,My Operator intake (Deal Terms); Phase Setup UI + B2 writer mapping.,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",,Review,Deal Terms,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Deal Terms,feeMinimumFloorMax,Operator Setup - Commercial Fit & Terms,feeMinimumFloorMax,text,,No,—,My Operator intake (Deal Terms); Phase Setup UI + B2 writer mapping.,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",,Review,Deal Terms,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Deal Terms,feeMinimumFloorBasis,Operator Setup - Commercial Fit & Terms,feeMinimumFloorBasis,text,,No,—,My Operator intake (Deal Terms); Phase Setup UI + B2 writer mapping.,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",,Review,Deal Terms,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Deal Terms,preOpeningFees,Operator Setup - Commercial Fit & Terms,preOpeningFees,text,,No,—,My Operator intake (Deal Terms); Phase Setup UI + B2 writer mapping.,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",,Review,Deal Terms,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Deal Terms,preOpeningFeesNotes,Operator Setup - Commercial Fit & Terms,preOpeningFeesNotes,text,,No,—,My Operator intake (Deal Terms); Phase Setup UI + B2 writer mapping.,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",,Review,Deal Terms,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Deal Terms,centralServiceAllocations,Operator Setup - Commercial Fit & Terms,centralServiceAllocations,text,,No,—,My Operator intake (Deal Terms); Phase Setup UI + B2 writer mapping.,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",,Review,Deal Terms,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Deal Terms,centralServiceAllocationsNotes,Operator Setup - Commercial Fit & Terms,centralServiceAllocationsNotes,text,,No,—,My Operator intake (Deal Terms); Phase Setup UI + B2 writer mapping.,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",,Review,Deal Terms,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Deal Terms,ownerEarlyTerminationRights,Operator Setup - Commercial Fit & Terms,ownerEarlyTerminationRights,text,,No,—,My Operator intake (Deal Terms); Phase Setup UI + B2 writer mapping.,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",,Review,Deal Terms,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Deal Terms,ownerEarlyTerminationNotes,Operator Setup - Commercial Fit & Terms,ownerEarlyTerminationNotes,text,,No,—,My Operator intake (Deal Terms); Phase Setup UI + B2 writer mapping.,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",,Review,Deal Terms,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Deal Terms,terminationFeeStructure,Operator Setup - Commercial Fit & Terms,terminationFeeStructure,text,,No,—,My Operator intake (Deal Terms); Phase Setup UI + B2 writer mapping.,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",,Review,Deal Terms,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Deal Terms,terminationFeeStructureNotes,Operator Setup - Commercial Fit & Terms,terminationFeeStructureNotes,text,,No,—,My Operator intake (Deal Terms); Phase Setup UI + B2 writer mapping.,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",,Review,Deal Terms,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Deal Terms,performanceTerminationRights,Operator Setup - Commercial Fit & Terms,performanceTerminationRights,text,,No,—,My Operator intake (Deal Terms); Phase Setup UI + B2 writer mapping.,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",,Review,Deal Terms,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Deal Terms,keyMoneyCoInvestment,Operator Setup - Commercial Fit & Terms,keyMoneyCoInvestment,text,,No,—,My Operator intake (Deal Terms); Phase Setup UI + B2 writer mapping.,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",,Review,Deal Terms,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Deal Terms,ownerFundedReserves,Operator Setup - Commercial Fit & Terms,ownerFundedReserves,text,,No,—,My Operator intake (Deal Terms); Phase Setup UI + B2 writer mapping.,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",,Review,Deal Terms,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Deal Terms,capReimbursableExpenses,Operator Setup - Commercial Fit & Terms,capReimbursableExpenses,text,,No,—,My Operator intake (Deal Terms); Phase Setup UI + B2 writer mapping.,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",,Review,Deal Terms,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Deal Terms,auditRightsRequired,Operator Setup - Commercial Fit & Terms,auditRightsRequired,text,,No,—,My Operator intake (Deal Terms); Phase Setup UI + B2 writer mapping.,"Complete only with Legal: economics are deal-specific. Until finalized, use your NDA data room for schedules (fees, central charges, performance tests, renewal, audits, PIP treatment). Do not paste placeholder percentages here.",,Review,Deal Terms,no,Static Form Only,currently empty in form inventory
recWPKu5laVZxsvpn,Hotel Equities (CALA),Proof & Track Record,tr_signal_revpar,"Operator Setup - Governance, Delivery & Diligence",tr_signal_revpar,single_select,Negative or Flat | Low Single-Digit (+1–5%) | Mid Single-Digit (+6–10%) | Low Double-Digit (+11–15%) | Mid Double-Digit (+16–25%) | High Double-Digit (26%+) | Wide Dispersion Across Portfolio,Partial,Legacy tab: Proof & Track Record | Tab: Proof & Track Record,Partial Explorer visibility (Legacy tab: Proof & Track Record | Tab: Proof & Track Record).,Wide Dispersion Across Portfolio,Negative or Flat,Change,Proof & Track Record,yes,Fully Covered,
recWPKu5laVZxsvpn,Hotel Equities (CALA),Proof & Track Record,tr_signal_occ,"Operator Setup - Governance, Delivery & Diligence",tr_signal_occ,single_select,Not Measured / N/A | Under 90 Days | 3–6 Months | 6–9 Months | 9–12 Months | 12–18 Months | 18–24 Months | 24+ Months | Varies Widely by Asset / Situation,Partial,Legacy tab: Proof & Track Record | Tab: Proof & Track Record,Partial Explorer visibility (Legacy tab: Proof & Track Record | Tab: Proof & Track Record).,Not Measured / N/A,Not Measured / N/A,Keep,Proof & Track Record,yes,Fully Covered,
recWPKu5laVZxsvpn,Hotel Equities (CALA),Proof & Track Record,tr_signal_adr,"Operator Setup - Governance, Delivery & Diligence",tr_signal_adr,single_select,Not Measured / N/A | Under 90 Days | 3–6 Months | 6–9 Months | 9–12 Months | 12–18 Months | 18+ Months,Partial,Legacy tab: Proof & Track Record | Tab: Proof & Track Record,Partial Explorer visibility (Legacy tab: Proof & Track Record | Tab: Proof & Track Record).,Not Measured / N/A,Not Measured / N/A,Keep,Proof & Track Record,yes,Fully Covered,
recWPKu5laVZxsvpn,Hotel Equities (CALA),Proof & Track Record,tr_signal_repeat,"Operator Setup - Governance, Delivery & Diligence",tr_signal_repeat,single_select,High | Strong | Very Strong | Moderate-High | Medium | Low | Emerging,Partial,Legacy tab: Proof & Track Record | Tab: Proof & Track Record,Partial Explorer visibility (Legacy tab: Proof & Track Record | Tab: Proof & Track Record).,High,High,Keep,Proof & Track Record,yes,Fully Covered,
recWPKu5laVZxsvpn,Hotel Equities (CALA),Diligence,contactName,"Operator Setup - Governance, Delivery & Diligence",contactName,text,,No,—,My Operator intake (Diligence); Phase B2 — extend new-base writer.,Juan Corvinos,,Change,Diligence,no,Legacy Only,
recWPKu5laVZxsvpn,Hotel Equities (CALA),Diligence,contactEmail,"Operator Setup - Governance, Delivery & Diligence",contactEmail,text,,No,—,My Operator intake (Diligence); Phase B2 — extend new-base writer.,juan.corvinos@hotelequities.com,,Change,Diligence,no,Legacy Only,
recWPKu5laVZxsvpn,Hotel Equities (CALA),Diligence,contactPhone,"Operator Setup - Governance, Delivery & Diligence",contactPhone,text,,No,—,My Operator intake (Diligence); Phase B2 — extend new-base writer.,+1 (301) 412-7676,,Change,Diligence,no,Legacy Only,
recWPKu5laVZxsvpn,Hotel Equities (CALA),Diligence,preferredContactMethod,"Operator Setup - Governance, Delivery & Diligence",preferredContactMethod,single_select,,No,—,My Operator intake (Diligence); Phase B2 — extend new-base writer.,Email,Email,Keep,Diligence,no,Legacy Only,
